"gene_id","gene_symbol","entrez_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000170448.12","NFXL1","152518",944.794088141633,0.377659452447869,0.0801166107789003,4.92549106205084,8.41487573341524e-07,7.17010607205925e-06
"ENSG00000132485.14","ZRANB2","9406",3721.88459302567,0.246708456542325,0.0511194140327019,4.92407868757542,8.4758727840406e-07,7.21851368066984e-06
"ENSG00000145743.18","FBXL17","64839",1048.24566346715,0.401937029229947,0.0856271809762863,4.92383077908542,8.48662319150018e-07,7.22410185392952e-06
"ENSG00000023697.13","DERA","51071",1221.63245543942,0.342829199003592,0.0723443638612336,4.92032402721082,8.64010521283704e-07,7.35112257032993e-06
"ENSG00000168090.10","COPS6","10980",10309.9986430484,-0.224507065961752,0.0466059211499074,-4.92010173967411,8.64992376242959e-07,7.355847396788e-06
"ENSG00000270170.2","NCBP2AS2","152217",2901.91812076,-0.274923326930441,0.0573124330546881,-4.91981400603286,8.66264905507051e-07,7.36303822591158e-06
"ENSG00000089916.18","GPATCH2L","55668",1900.17073092419,0.321319471291655,0.0675425083271828,4.91960150134796,8.67205884761263e-07,7.36740526531662e-06
"ENSG00000104695.13","PPP2CB","5516",4045.1886088708,-0.239353976997016,0.0496244327035551,-4.91745162024161,8.76781161609438e-07,7.44508513693568e-06
"ENSG00000165644.11","COMTD1","118881",2107.66464147835,0.315005276996297,0.0662422320904637,4.91316807038908,8.96163912572253e-07,7.60592659262849e-06
"ENSG00000133703.14","KRAS","3845",2310.93468563474,-0.332922658985202,0.0703441379681024,-4.91158405976751,9.03435410554411e-07,7.66386969523924e-06
"ENSG00000138028.17","CGREF1","10669",1333.22335207875,-0.382081317246626,0.0814143686215393,-4.91118744412333,9.05264972815637e-07,7.67561441552531e-06
"ENSG00000131149.19","GSE1","23199",16796.6552698898,0.201791243752904,0.0416490416742556,4.91084438761231,9.06850347170567e-07,7.68527817557916e-06
"ENSG00000103978.17","TMEM87A","25963",1864.80204409893,0.35635454573179,0.0755783929752487,4.90931606168232,9.13945774376804e-07,7.74160551321334e-06
"ENSG00000164930.12","FZD6","8323",4370.66493745192,-0.278804970809322,0.0583075620776355,-4.90776120223655,9.21219225845595e-07,7.7993847662902e-06
"ENSG00000204713.11","TRIM27","5987",5797.58894233988,0.190239854753043,0.0394672675301135,4.90582826113586,9.30339029344874e-07,7.87273155057983e-06
"ENSG00000079337.16","RAPGEF3","10411",81.8015350863932,1.22661221460247,0.282751179524615,4.90538348927557,9.32449774611855e-07,7.88672330208733e-06
"ENSG00000251595.7",NA,NA,127.259487415557,-0.951701801049828,0.217083375513844,-4.90476626881123,9.35386545923412e-07,7.90768449558586e-06
"ENSG00000258647.6",NA,NA,127.577686276089,1.01088373412931,0.231366172860279,4.90279796561177,9.4481144712507e-07,7.98344841603084e-06
"ENSG00000151006.8","PRSS53","339105",83.6651663414126,1.1459636490678,0.263759475244264,4.90153073308549,9.50927693078075e-07,8.03119441470347e-06
"ENSG00000104866.11","PPP1R37","284352",2463.14690642209,-0.304506652568861,0.0641339797675234,-4.89842960399954,9.66056366811937e-07,8.15497214979866e-06
"ENSG00000101057.16","MYBL2","4605",15087.9360411716,-0.161982134959014,0.0334439250193196,-4.8953394382757,9.81361894707098e-07,8.2801209570052e-06
"ENSG00000172201.12","ID4","3400",33.3858833564183,-2.50449269078252,0.586585556667915,-4.895217886507,9.81968684775431e-07,8.28118921155848e-06
"ENSG00000163602.12","RYBP","23429",2918.1372575547,-0.243057005650896,0.0507259961875631,-4.89176507687379,9.99356843632457e-07,8.42370876113654e-06
"ENSG00000114423.23","CBLB","868",785.541693670375,0.428787627605478,0.0925186053622494,4.89137425824746,1.00134355510817e-06,8.4363316811898e-06
"ENSG00000168936.12","TMEM129","92305",2438.01912469414,-0.301006741560301,0.0634719788167505,-4.89048811267689,1.00586233482755e-06,8.4702645636894e-06
"ENSG00000112514.18","CUTA","51596",4758.75585219445,-0.265950021388614,0.0557233836803523,-4.8902083455299,1.00729304184434e-06,8.47817266942288e-06
"ENSG00000198618.5",NA,NA,3616.78793430602,-0.243392063578743,0.0508073399188763,-4.88878481048618,1.01460328101678e-06,8.53553569971481e-06
"ENSG00000104824.18","HNRNPL","3191",7489.5969612641,0.190265396259083,0.0393973267008493,4.88805144600305,1.01838921027654e-06,8.56320834735704e-06
"ENSG00000092096.19","SLC22A17","51310",176.553085988655,0.853309934479715,0.1942527104132,4.88481344002724,1.03526830554991e-06,8.70089532042579e-06
"ENSG00000124222.23","STX16","8675",14104.3625244762,0.162581618835921,0.0335788007164256,4.88380398440833,1.04058523290684e-06,8.74132144506156e-06
"ENSG00000120948.19","TARDBP","23435",9901.53256088887,-0.198479881515682,0.0410604652398058,-4.88365518994112,1.04137117084091e-06,8.74366466033224e-06
"ENSG00000081377.17","CDC14B","8555",995.484299914707,0.37104222834366,0.0794529625960056,4.87998427281615,1.06094300713324e-06,8.90366087640873e-06
"ENSG00000070413.20","DGCR2","9993",2469.63101110673,-0.266042536432928,0.0558614539087997,-4.87938059930203,1.06419525837581e-06,8.92661061573406e-06
"ENSG00000156697.13","UTP14A","10813",3062.60229221877,0.255178302590359,0.0534772400927073,4.87900319873103,1.06623335106432e-06,8.93935846983729e-06
"ENSG00000147439.14","BIN3","55909",769.345644703291,-0.429684043646548,0.0930596306227733,-4.87863011537208,1.06825182136802e-06,8.95192950015203e-06
"ENSG00000026559.14","KCNG1","3755",449.864342312907,0.617984028530098,0.137813429058418,4.87552547470011,1.08519190167937e-06,9.08947039162819e-06
"ENSG00000116209.12","TMEM59","9528",4328.80609153331,-0.244181982804708,0.051142577330225,-4.87433746859243,1.09174225165424e-06,9.13989653981993e-06
"ENSG00000125356.7","NDUFA1","4694",3901.80967631739,-0.274495065510329,0.0578105849654732,-4.87336143958074,1.09715227219706e-06,9.18073172552666e-06
"ENSG00000049323.16","LTBP1","4052",3045.35337532487,-0.277727511324343,0.0585421362249754,-4.87227945134334,1.10317976463878e-06,9.22669166874895e-06
"ENSG00000115306.16","SPTBN1","6711",5557.36744877255,0.214597424046635,0.0447514044423188,4.87105330476724,1.11004884590888e-06,9.27514650995372e-06
"ENSG00000196670.14","ZFP62","643836",2354.40335945887,0.306863752004511,0.0649708489094616,4.87107401541693,1.10993248034354e-06,9.27514650995372e-06
"ENSG00000213676.13","ATF6B","1388",3239.24389097702,0.261807673790976,0.0550358302159321,4.86963537493964,1.11804365169653e-06,9.33742412453191e-06
"ENSG00000068097.16","HEATR6","63897",8821.45415598293,0.186947453273698,0.0388417575199956,4.86818969811161,1.12625193779175e-06,9.39687514231084e-06
"ENSG00000129675.16","ARHGEF6","9459",312.872761440056,0.674751029623933,0.151767734811758,4.86821120699053,1.12612939047612e-06,9.39687514231084e-06
"ENSG00000034510.6","TMSB10","9168",22439.5766270891,-0.20528813782349,0.0423352201950104,-4.86775669502005,1.12872171377195e-06,9.41292779289707e-06
"ENSG00000156411.10","ATP5MJ","9556",7344.75474061156,-0.252077979057924,0.0529164793864019,-4.86688386525152,1.1337160365991e-06,9.45000810400586e-06
"ENSG00000116771.6","AGMAT","79814",341.108133687852,0.613972464845633,0.13717475075589,4.86507642081031,1.14412591136792e-06,9.53217172340633e-06
"ENSG00000164163.11","ABCE1","6059",5833.86059969419,0.227613735999621,0.0476469135812675,4.86362139641259,1.15257280469949e-06,9.59790950741064e-06
"ENSG00000166347.19","CYB5A","1528",2836.07065498834,-0.269482975373176,0.0568357981115193,-4.86209396456167,1.16150459443242e-06,9.66761980481733e-06
"ENSG00000146281.6","PM20D2","135293",1310.31036478668,0.360478243686972,0.0772941676820009,4.86191832781511,1.16253590459333e-06,9.67153603985367e-06
"ENSG00000146263.12","MMS22L","253714",1409.67552657281,0.380682009270319,0.081962703606157,4.86146581604243,1.1651970403241e-06,9.68433164213466e-06
"ENSG00000120533.13","ENY2","56943",3763.00847490933,-0.219863779074325,0.0459951667139063,-4.86153075100271,1.16481481029917e-06,9.68433164213466e-06
"ENSG00000103061.13","SLC7A6OS","84138",1616.5618309122,0.306500368113257,0.0650718096622276,4.86111389702606,1.16727065973994e-06,9.69689296622112e-06
"ENSG00000254452.1",NA,NA,72.2251871452972,-1.6617062047561,0.393157423044069,-4.85743167382871,1.18918152573831e-06,9.87415724260131e-06
"ENSG00000150712.11","MTMR12","54545",2280.90424509528,-0.262127597837648,0.0552946439302968,-4.85665453521037,1.19385615273001e-06,9.90820173723861e-06
"ENSG00000088808.18","PPP1R13B","23368",2643.03572750389,0.265412523667901,0.0560317110130736,4.85646881874621,1.19497588478724e-06,9.91272443917301e-06
"ENSG00000158747.15","NBL1","4681",369.330330425515,0.612283940319213,0.137104208369033,4.85502219724668,1.20373259065976e-06,9.98056358582603e-06
"ENSG00000230650.1","LOC442041","442041",86.1637481217977,1.20294571125627,0.280921690741598,4.85411635020857,1.20924727128522e-06,1.00166563115201e-05
"ENSG00000088888.18","MAVS","57506",6739.41381628986,0.227991995795781,0.0478047725933173,4.85416901841203,1.20892596959344e-06,1.00166563115201e-05
"ENSG00000166311.10","SMPD1","6609",465.466486178318,-0.606505668662023,0.135914658469069,-4.85331715633209,1.21413283624838e-06,1.00522971166297e-05
"ENSG00000123213.23","NLN","57486",2504.90323876907,0.257525563982439,0.0543736254890327,4.85249541755686,1.21917601908888e-06,1.00892080735158e-05
"ENSG00000101182.15","PSMA7","5688",8178.8725621294,-0.226532740843202,0.0475442377907518,-4.85174830941171,1.22377866395363e-06,1.01224397307167e-05
"ENSG00000107816.17","LZTS2","84445",2233.72406207625,0.285069719898051,0.0604521343747818,4.84879973977002,1.24210737048742e-06,1.02691197082579e-05
"ENSG00000150787.8","PTS","5805",934.384442908987,-0.37483067658934,0.0809066072262537,-4.848069725134,1.24668586086531e-06,1.03020337117792e-05
"ENSG00000128463.13","EMC4","51234",2731.87887791028,-0.293702612113376,0.0624780963981405,-4.84410276969801,1.27185093025003e-06,1.05049526547376e-05
"ENSG00000131652.14","THOC6","79228",2263.67109684081,-0.321489546497936,0.0687545752342331,-4.84335645224667,1.27663962185719e-06,1.05394575962418e-05
"ENSG00000182481.10","KPNA2","3838",17239.2376431284,-0.171384360096651,0.0357599816401616,-4.84173204422744,1.28712254671154e-06,1.06209164787499e-05
"ENSG00000108784.10","NAGLU","4669",1368.31157152963,-0.401976622213468,0.0873582486363414,-4.84042941793817,1.29558866334109e-06,1.06856633610619e-05
"ENSG00000172380.6","GNG12","55970",399.198017687064,0.527494024773636,0.117115968270274,4.84030212861696,1.29641881750746e-06,1.06873991045572e-05
"ENSG00000291148.1","AZGP1P1","646282",32.9169367637021,2.01277237377102,0.476575702500517,4.8384178323916,1.30876780910279e-06,1.07840466487276e-05
"ENSG00000169105.8","CHST14","113189",684.185497801349,-0.512699669688126,0.113694521148916,-4.83706545144747,1.31770048066253e-06,1.08524653722569e-05
"ENSG00000074590.14","NUAK1","9891",1012.5690453318,-0.406002805573875,0.0883626892178615,-4.83695319118205,1.31844460608832e-06,1.08534108241523e-05
"ENSG00000160190.14","SLC37A1","54020",2805.35871277842,-0.245744994279693,0.0519670504630356,-4.83173760825942,1.35346559970744e-06,1.11363872769821e-05
"ENSG00000139641.13","ESYT1","23344",7506.54668731664,-0.176757584016483,0.0369842433597936,-4.8312918412106,1.35649993791488e-06,1.11560314398092e-05
"ENSG00000101974.15","ATP11C","286410",1678.84489664044,0.343868349770517,0.0740271949618484,4.83038728165204,1.36267739927137e-06,1.12014940075472e-05
"ENSG00000168772.12","CXXC4","80319",84.3311592256206,-1.18057717330938,0.277807553470267,-4.82829064728665,1.37710004011974e-06,1.13146580714174e-05
"ENSG00000151491.14","EPS8","2059",2855.50350205505,-0.268482084094498,0.0570280051847197,-4.82736850123869,1.38348981560293e-06,1.13617454094705e-05
"ENSG00000204351.13","SKIC2","6499",2732.03031068027,0.242482163570307,0.0512765867595218,4.82692519728395,1.38657171600266e-06,1.1381635323266e-05
"ENSG00000103415.12","HMOX2","3163",4324.04385495721,-0.241055751583078,0.0509939003790854,-4.82546333294912,1.39678161981048e-06,1.14599884944108e-05
"ENSG00000137177.20","KIF13A","63971",2798.62308874098,-0.323534757854176,0.0694854896086335,-4.82526994571014,1.39813767102472e-06,1.14656596645232e-05
"ENSG00000136867.11","SLC31A2","1318",740.58853754945,-0.432823772569702,0.0949709792789476,-4.82427098435,1.40516267605954e-06,1.15177925434044e-05
"ENSG00000146670.10","CDCA5","113130",5925.33605217746,0.20026528301846,0.0421391013385821,4.81899945918126,1.44279944938232e-06,1.18206742537043e-05
"ENSG00000117593.12","DARS2","55157",5262.23150539823,0.196580837418441,0.0413475345407597,4.81844539478258,1.44681109774357e-06,1.18479127215981e-05
"ENSG00000108021.22","TASOR2","54906",3339.15238920321,0.270025662777828,0.0574566103688882,4.81646236875749,1.46125707327927e-06,1.19605313174059e-05
"ENSG00000164362.21","TERT","7015",114.074273049406,1.06463561754268,0.249979142255476,4.81612661183165,1.46371668914384e-06,1.19749800858514e-05
"ENSG00000167280.17","ENGASE","64772",474.140541605846,0.533810277430988,0.11930939820618,4.81594325572026,1.46506155993388e-06,1.19802995081174e-05
"ENSG00000164919.11","COX6C","1345",11811.5559055858,-0.226437980674921,0.0478995540908405,-4.81461971057579,1.47480473255561e-06,1.20542570699782e-05
"ENSG00000115539.14","PDCL3","79031",1918.56046917013,-0.297803327782179,0.0638178255772821,-4.81377833227323,1.48103083082149e-06,1.20994115150864e-05
"ENSG00000122512.17","PMS2","5395",1125.37532549573,0.357769703538058,0.0775665967366915,4.81167802239284,1.49668335072673e-06,1.22214967171558e-05
"ENSG00000133627.18","ACTR3B","57180",1195.93048832927,0.345821357498982,0.0748109056851564,4.81117597527182,1.50044833339653e-06,1.22464420055639e-05
"ENSG00000162734.13","PEA15","8682",3949.46699922728,-0.223048574767852,0.0472346438857659,-4.80946897298143,1.51331782510176e-06,1.23456382269182e-05
"ENSG00000167123.20","CERCAM","51148",3918.50124776245,-0.220592079935021,0.0467325194588694,-4.80903093440441,1.51663737276158e-06,1.23668690925041e-05
"ENSG00000140750.17","ARHGAP17","55114",2436.19142612536,-0.271738656593949,0.0580544550024349,-4.80644585541921,1.53637066535381e-06,1.25218565664895e-05
"ENSG00000123268.9","ATF1","466",2499.18025801367,0.264148811006118,0.0562975274924595,4.80515171418628,1.54634202652955e-06,1.25971726922667e-05
"ENSG00000143933.20","CALM2","805",18298.9145491751,-0.156078816922837,0.0327591884676242,-4.80483145732654,1.54881919289327e-06,1.26113955621517e-05
"ENSG00000264964.2",NA,NA,199.817874066548,-0.805476739636716,0.187064879479104,-4.79870864869525,1.59691893212405e-06,1.29969154806094e-05
"ENSG00000077238.14","IL4R","3566",681.096427182149,0.431769510960425,0.0952997057640545,4.79619153187197,1.6171066715635e-06,1.31550102159359e-05
"ENSG00000171903.17","CYP4F11","57834",202.666929089662,0.720246543039518,0.165828523239928,4.79499654877214,1.62677631520928e-06,1.32274324998111e-05
"ENSG00000111640.15","GAPDH","2597",171672.739531108,-0.16288890789822,0.0350141051490786,-4.79389885450793,1.63570766721387e-06,1.32937862529549e-05
"ENSG00000244038.11","DDOST","1650",11372.2701177559,-0.184782379638189,0.0390249743879254,-4.79305473451424,1.64260785996512e-06,1.33393449673225e-05
"ENSG00000166986.15","MARS1","4141",7925.52725916038,0.188081077910678,0.0397295663424991,4.79302391764666,1.64286029865435e-06,1.33393449673225e-05
"ENSG00000178053.21","MLF1","4291",1584.04300878876,0.304534853960158,0.065696812356624,4.78781548823363,1.68606554376774e-06,1.36837112319146e-05
"ENSG00000268812.3","LIF-AS2","91370",16.0563719235358,4.07780635391645,0.945016285143781,4.78708957005355,1.69217324735197e-06,1.37268202369859e-05
"ENSG00000116285.13","ERRFI1","54206",1383.05746057359,0.323607212897211,0.0700867916995168,4.78645589216852,1.69752224111134e-06,1.37637369864627e-05
"ENSG00000144655.15","CSRNP1","64651",434.418598181804,-0.518692146175862,0.116672346333392,-4.7828787184262,1.72802396790101e-06,1.40044649203105e-05
"ENSG00000155368.18","DBI","1622",12144.320593649,-0.212292476339063,0.0454516915581456,-4.78251372620119,1.73116561910328e-06,1.40233359638587e-05
"ENSG00000170485.17","NPAS2","4862",429.2761292385,0.510802772607561,0.114786830266571,4.77973924877517,1.75522688651345e-06,1.42112885476932e-05
"ENSG00000167548.18","KMT2D","8085",3409.1491917858,0.287523344660587,0.0618964998035462,4.77964885102172,1.75601622956826e-06,1.42112885476932e-05
"ENSG00000153162.9","BMP6","654",83.997340103738,1.2539697228589,0.299794621340519,4.77879896858567,1.76345400663629e-06,1.42647878979594e-05
"ENSG00000132906.18","CASP9","842",341.18378200715,0.682426897065326,0.157339657003594,4.77573020696941,1.79056321318283e-06,1.44772870016648e-05
"ENSG00000126267.11","COX6B1","1340",7309.52481126192,-0.250999072766731,0.0537483071358213,-4.77491417844171,1.79783907903899e-06,1.45293030726834e-05
"ENSG00000065243.20","PKN2","5586",1908.5468950454,0.32927433192426,0.0715772268631035,4.77470061153284,1.79974796787631e-06,1.45379173086627e-05
"ENSG00000213563.7","C8orf82","414919",1729.88216709706,-0.298651800836735,0.0645721018389744,-4.77454500037207,1.80114006706451e-06,1.45423509347353e-05
"ENSG00000160972.10","PPP1R16A","84988",2924.83647784543,0.267499220838513,0.0574745722087552,4.77250875991895,1.81945192315597e-06,1.46833260958109e-05
"ENSG00000159231.6","CBR3","874",316.309772454197,0.610814412797089,0.139624773946107,4.77219497368206,1.82228965425826e-06,1.46993486329925e-05
"ENSG00000167118.11","URM1","81605",4463.31390552696,-0.21169612277672,0.0450994254534792,-4.77123327235312,1.83101333160345e-06,1.4762812490338e-05
"ENSG00000121851.13","POLR3GL","84265",362.301139846849,-0.612624341305421,0.140263545895763,-4.77083705572377,1.83461910724932e-06,1.47804657059783e-05
"ENSG00000007866.22","TEAD3","7005",3072.44583993559,0.244936031488855,0.0524475964906186,4.77080436516357,1.83491691270437e-06,1.47804657059783e-05
"ENSG00000120860.11","WASHC3","51019",967.352002564152,-0.363784263392018,0.0798085795140155,-4.76960086731036,1.84591296375234e-06,1.48551633097867e-05
"ENSG00000157600.12","TMEM164","84187",1215.3305562208,-0.38413275975108,0.0845341109866674,-4.76965159869811,1.8454481685827e-06,1.48551633097867e-05
"ENSG00000127884.5","ECHS1","1892",9093.10903237964,-0.208577915278372,0.0444018215009027,-4.76895098230155,1.85187709452266e-06,1.48918234917544e-05
"ENSG00000175785.13","PRIMA1","145270",246.889802145758,0.717300041552642,0.166189333924694,4.76891635753148,1.8521953722494e-06,1.48918234917544e-05
"ENSG00000111775.3","COX6A1","1337",2291.72001418577,-0.312750303665649,0.0679432509322616,-4.76797092739133,1.86090629170901e-06,1.49548881206028e-05
"ENSG00000162813.18","BPNT1","10380",1583.84619342737,-0.301056199309251,0.0652378559391392,-4.76627306785241,1.87664879243847e-06,1.50743759079617e-05
"ENSG00000135931.19","ARMC9","80210",875.876018487957,-0.407010759526974,0.0900968739110516,-4.76484946456762,1.88994694512287e-06,1.51741271022295e-05
"ENSG00000164105.4","SAP30","8819",733.907532961935,0.420709420787339,0.0934516608259198,4.75983861262745,1.93747819867389e-06,1.55485104766542e-05
"ENSG00000215717.7","TMEM167B","56900",2866.79271094248,-0.238102639903573,0.0510847445758795,-4.75922286298633,1.943397617664e-06,1.55887606112713e-05
"ENSG00000157734.14","SNX22","79856",159.357288818971,-0.944825144884768,0.224256069568245,-4.75644269972766,1.97034131589207e-06,1.57975389743722e-05
"ENSG00000168411.14","RFWD3","55159",5769.88423292868,0.231638383913456,0.0496529760361114,4.75563365000022,1.9782493193183e-06,1.58535723796298e-05
"ENSG00000118503.18","TNFAIP3","7128",96.0474657161183,1.06257993523278,0.253676589293719,4.75213167290321,2.0128321645611e-06,1.61232250394894e-05
"ENSG00000241404.7","EGFL8","80864",97.8277056369984,1.10243283948054,0.263834869229403,4.7514445769115,2.01968521016528e-06,1.61706086975443e-05
"ENSG00000104738.19","MCM4","4173",8534.17485955416,0.205253234883505,0.0440566018420125,4.74726952436391,2.06181123045022e-06,1.65002303853107e-05
"ENSG00000204160.12","ZDHHC18","84243",2179.59515017293,-0.263583973055413,0.05697985490617,-4.74651893238492,2.06947362258885e-06,1.6553869246367e-05
"ENSG00000177732.9","SOX12","6666",2137.6977351719,-0.27089053671946,0.0586584866771337,-4.74553476491771,2.07956191358275e-06,1.66268543169439e-05
"ENSG00000163634.12","THOC7","80145",16927.3113751864,-0.169096996120783,0.0360081791920621,-4.74472723445345,2.08787483573474e-06,1.66855836038375e-05
"ENSG00000112902.12","SEMA5A","9037",189.312104915651,0.847317869999998,0.200174469079096,4.74398413881531,2.0955526410179e-06,1.67391852000902e-05
"ENSG00000117411.18","B4GALT2","8704",2563.28850072752,-0.26637620280948,0.0576454096429387,-4.74253199414395,2.1106348238011e-06,1.6851855634849e-05
"ENSG00000011009.11","LYPLA2","11313",2961.87626240353,-0.263435388446384,0.0569569806048298,-4.74233928190116,2.11264417960575e-06,1.68600932538088e-05
"ENSG00000105982.17","RNF32","140545",240.967166095653,-0.649988064990811,0.150584260775501,-4.74153288382963,2.12107221004287e-06,1.69195242064752e-05
"ENSG00000114956.20","DGUOK","1716",2043.34823244269,-0.33688446809084,0.0738625461944915,-4.74138959461209,2.12257316522149e-06,1.69236693515533e-05
"ENSG00000178741.12","COX5A","9377",5797.6782859419,-0.206397813337414,0.0442418677458288,-4.73954363724043,2.14200103125911e-06,1.70706791982877e-05
"ENSG00000274220.1",NA,NA,68.6659631830653,-1.27857504527301,0.309400342234574,-4.73904903637792,2.14723542149907e-06,1.71044905677474e-05
"ENSG00000184939.16","ZFP90","146198",1874.1444553132,0.297377314599312,0.064795911858632,4.73682440937537,2.17093105273987e-06,1.72852617430987e-05
"ENSG00000058799.15","YIPF1","54432",1671.70076365475,-0.305384778402382,0.0666935085153166,-4.73584170741937,2.18147809266268e-06,1.73546981689682e-05
"ENSG00000135930.15","EIF4E2","9470",4242.39995719512,-0.231650089139871,0.0498894402213993,-4.7358243821232,2.18166448047796e-06,1.73546981689682e-05
"ENSG00000090621.15","PABPC4","8761",10211.5230837418,-0.165935434650836,0.0353619630615289,-4.73518802114289,2.18852114276617e-06,1.74012151351523e-05
"ENSG00000008853.18","RHOBTB2","23221",688.236428022786,0.454527345136116,0.102318804522593,4.7305126820215,2.2395353501495e-06,1.77986297920176e-05
"ENSG00000167771.6","RCOR2","283248",175.290585102329,0.796086648147854,0.187825461179359,4.73038954122245,2.24089429491191e-06,1.78012266283053e-05
"ENSG00000174917.9","MICOS13","125988",1003.31222684423,-0.458869420298829,0.103512725605251,-4.72902915507043,2.25595989777079e-06,1.79126539580824e-05
"ENSG00000257261.7",NA,NA,243.722713051809,-0.675097054858844,0.157495459907281,-4.72803885228616,2.26698813082853e-06,1.79919361731564e-05
"ENSG00000146701.12","MDH2","4191",24692.1086634169,-0.17762021186048,0.0368948431097945,-4.72685497836546,2.28023995648497e-06,1.80887848617938e-05
"ENSG00000162302.13","RPS6KA4","8986",1750.46625639951,-0.279673894500967,0.0608989144516645,-4.72607780281704,2.28897976646988e-06,1.81443349701356e-05
"ENSG00000103274.11","NUBP1","4682",1699.34066496872,-0.300328391796254,0.065695393702817,-4.72604523762714,2.28934668299983e-06,1.81443349701356e-05
"ENSG00000138617.16","PARP16","54956",627.601085763025,-0.446758984561966,0.100573092499495,-4.72547525357506,2.29577792481091e-06,1.81869481356403e-05
"ENSG00000167182.16","SP2","6668",1060.60223603175,-0.37057716397626,0.0822096806238401,-4.72477982366143,2.30364809323578e-06,1.8240915985282e-05
"ENSG00000237232.9","ZNF295-AS1","150142",116.890963870165,-0.947385280898223,0.226850296614322,-4.72217008478298,2.33341411700841e-06,1.84681321073552e-05
"ENSG00000143537.14","ADAM15","8751",6397.5505967927,0.187937179924134,0.0403191845044147,4.72080272914769,2.34915690885335e-06,1.85756809032943e-05
"ENSG00000188566.15","NDOR1","27158",1300.9410715926,0.312948755411223,0.0686663880013483,4.7208904725181,2.34814363763468e-06,1.85756809032943e-05
"ENSG00000196584.4","XRCC2","7516",1609.53475795666,0.376636147482101,0.0837048065696318,4.72017946372454,2.35636654614314e-06,1.86241509875273e-05
"ENSG00000165023.7","DIRAS2","54769",53.3284564333307,-1.45249294039422,0.354776269196859,-4.72005494133021,2.35780950578494e-06,1.8626373537231e-05
"ENSG00000156110.15","ADK","132",3629.33707743823,-0.223234138622525,0.0481922505832787,-4.71996883239444,2.35880782821017e-06,1.8626373537231e-05
"ENSG00000170619.10","COMMD5","28991",1778.89070808591,-0.284288342326744,0.0621328854939048,-4.7189963697124,2.37011049226838e-06,1.87070597481284e-05
"ENSG00000189057.11","FAM111B","374393",2765.95110298116,0.308138076342477,0.0676076772451615,4.71540898196549,2.4122571062721e-06,1.90310091741851e-05
"ENSG00000153214.11","TMEM87B","84910",2621.7621429137,0.322638928550698,0.0709972639516465,4.71524830086818,2.41416161385698e-06,1.90373256481835e-05
"ENSG00000196876.19","SCN8A","6334",428.325906469501,0.591232484337331,0.136731658854498,4.71436196836003,2.42469303274328e-06,1.91116343887983e-05
"ENSG00000163249.13","CCNYL1","151195",1194.74361015462,0.331913385927371,0.0732131973151572,4.71348749502245,2.43512675640358e-06,1.9185105546339e-05
"ENSG00000172428.11","COPS9","150678",1195.318800442,-0.440073657263559,0.0992855272507945,-4.71300244786932,2.44093263620564e-06,1.92220658648413e-05
